零件名称,零件重量,零件尺寸L,零件尺寸W,零件尺寸H,零件分类,来料包装L,来料包装W,来料包装H,是否需防锈,CKD包装类型,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
六角法兰面螺母,0.0032,14.0,14.0,6.0,STD,400.0,300.0,148.0,,,,,,,,,,
密封卡扣,,21.0,17.0,17.0,STD,487.0,252.0,240.0,,,,,,,,,,
风扇警示标签,0.002,84.0,45.0,1.0,STD,365.0,275.0,160.0,,STD,,,,,,,,
空调制冷剂标签,0.001,64.0,45.0,1.0,STD,365.0,275.0,160.0,,STD,,,,,,,,
塑料螺母,0.0008,22.0,22.0,9.0,STD,400.0,300.0,230.0,,,,,,,,,,
簧片螺母,0.001,14.0,11.0,5.0,STD,365.0,275.0,160.0,,,,,,,,,,
卡扣,0.0013,25.0,2.0,20.0,STD,487.0,252.0,240.0,,,,,,,,,,
塑料螺母,0.002,28.0,28.0,11.0,STD,487.0,252.0,305.0,,,,,,,,,,
内六角花型大平头自攻螺钉,0.003,18.0,10.0,10.0,STD,400.0,300.0,148.0,,,,,,,,,,
右后排安全带导向杆总成,0.4,250.0,200.0,120.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
A型通孔式嵌装塑料螺母,0.0008,13.0,13.0,10.0,STD,400.0,300.0,230.0,,,,,,,,,,
加油警示标签,0.0008,55.0,40.0,1.0,STD,365.0,275.0,160.0,,STD,,,,,,,,
胎压警示标签,0.0012,75.0,50.0,1.0,STD,365.0,275.0,160.0,,,,,,,,,,
球头卡扣,,18.0,16.0,18.0,STD,487.0,252.0,240.0,,,,,,,,,,
六角法兰面螺母,0.0019,12.0,12.0,5.0,STD,400.0,300.0,148.0,,,,,,,,,,
后吹足管道分风器总成,0.06,189.0,174.0,73.0,小尺寸件（来料塑料箱）,650.0,435.0,210.0,,纸箱,,,,,,,,
制动液加注标签,0.0008,55.0,40.0,1.0,STD,365.0,275.0,160.0,,STD,,,,,,,,
六角法兰面自攻螺钉,0.0018,20.0,8.0,8.0,STD,365.0,275.0,160.0,,,,,,,,,,
前端模块锁支架组件,0.463,435.0,325.0,210.0,小尺寸件（来料塑料箱）,435.0,325.0,210.0,,纸箱,,,,,,,,
顶盖外板,9.191,2210.0,1200.0,190.0,焊装件,,,,是,,,,,,,,,
左后吹足管道后段,0.135,327.0,236.0,71.0,小尺寸件（来料塑料箱）,650.0,435.0,330.0,,纸箱,,,,,,,,
后车体总成,,,,,焊装件,,,,是,,,,,,,,,
前地板总成,,,,,焊装件,,,,是,,,,,,,,,
左侧围总成,,,,,焊装件,,,,是,,,,,,,,,
右侧围总成,,,,,焊装件,,,,是,,,,,,,,,
发动机罩焊接总成,,,,,焊装件,,,,是,,,,,,,,,
行李箱盖焊接总成,,,,,焊装件,,,,是,,,,,,,,,
右后吹足管道后段,0.137,327.0,236.0,71.0,小尺寸件（来料塑料箱）,650.0,435.0,330.0,,纸箱,,,,,,,,
左前门焊接总成,,1293.45,319.44,1240.15,焊装件,,,,是,,,,,,,,,
右前门焊接总成,,1293.45,319.44,1240.15,焊装件,,,,是,,,,,,,,,
左后门焊接总成,,1217.48,348.84,1233.57,焊装件,,,,是,,,,,,,,,
右后门焊接总成,,1217.48,348.84,1233.57,焊装件,,,,是,,,,,,,,,
背门锁扣总成,0.19,100.0,60.0,50.0,小尺寸件（来料塑料箱）,435.0,325.0,210.0,,纸箱,,,,,,,,
翼子板总成左,,1098.8,205.56,822.62,焊装件,,,,是,,,,,,,,,
翼子板总成右,,1098.8,205.56,822.62,焊装件,,,,是,,,,,,,,,
虹软驾驶员安全及车内辅助软件V1.0,,,,,其他,,,,,STD,,,,,,,,
左前轮眉装饰件总成,,,,,DKD件,,,,,天地盖纸箱,,,,,,,,
右前轮眉装饰件总成,,,,,DKD件,,,,,天地盖纸箱,,,,,,,,
前排安全带高度调节器,0.248,185.0,35.0,43.0,小尺寸件（来料塑料箱）,550.0,365.0,160.0,,纸箱,,,,,,,,
蓄水瓶出水软管,0.286,500.0,110.0,320.0,小尺寸件（来料塑料箱）,620.0,420.0,290.0,,纸箱,,,,,,,,
后左角雷达,0.085,90.0,82.0,17.0,小尺寸件（来料塑料箱）,550.0,365.0,160.0,,纸箱,,,,,,,,
前电驱覆盖标签,,,,,STD,,,,,,,,,,,,,
后右角雷达,1.085,90.0,82.0,17.0,小尺寸件（来料塑料箱）,550.0,365.0,160.0,,纸箱,,,,,,,,
后天线电缆合件,0.1563,220.0,120.0,30.0,小尺寸件（来料塑料箱）,550.0,365.0,160.0,,纸箱,,,,,,,,
后电驱覆盖标签,,,,,STD,,,,,,,,,,,,,
前保险杠总成,,,,,DKD件,,,,,天地盖纸箱,,,,,,,,
前保险杠总成,,,,,DKD件,,,,,天地盖纸箱,,,,,,,,
前保险杠总成,,,,,DKD件,,,,,天地盖纸箱,,,,,,,,
前保险杠总成,,,,,DKD件,,,,,天地盖纸箱,,,,,,,,
前保险杠总成,,,,,DKD件,,,,,天地盖纸箱,,,,,,,,
后保险杠总成,,,,,DKD件,,,,,天地盖纸箱,,,,,,,,
后保险杠总成,,,,,DKD件,,,,,天地盖纸箱,,,,,,,,
后保险杠总成,,,,,DKD件,,,,,天地盖纸箱,,,,,,,,
安全气囊控制器,0.233,140.0,114.0,40.0,小尺寸件（来料塑料箱）,650.0,435.0,210.0,,纸箱,,,,,,,,
左A柱天窗排水管,0.165,1380.0,10.0,10.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
左C柱天窗排水管,0.195,1380.0,10.0,10.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
右C柱天窗排水管,0.25,1380.0,10.0,10.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
后保险杠总成,,,,,DKD件,,,,,天地盖纸箱,,,,,,,,
后保险杠总成,,,,,DKD件,,,,,天地盖纸箱,,,,,,,,
白车身总成(含四门两盖),,,,,其他,,,,,STD,,,,,,,,
全有机型变速箱油,,,,,,,,,,STD,,,,,,,,
粘接胶,,,,,,,,,,STD,,,,,,,,
玻璃胶活化剂,,,,,,,,,,STD,,,,,,,,
玻璃胶-清洗液,,,,,,,,,,STD,,,,,,,,
油漆表面活性剂,,,,,,,,,,STD,,,,,,,,
拓印纸,,,,,,,,,,STD,,,,,,,,
六角法兰面螺栓,,,,,总成件,365.0,275.0,85.0,,,,,,,,,,
包装信封,,,,,,,,,,STD,,,,,,,,
左前门照地灯,0.068,101.0,46.0,62.0,灯类,550.0,365.0,160.0,,纸箱,,,,,,,,
底盘防锈修补涂料,,,,,,,,,,STD,,,,,,,,
手机无线充电控制器,0.257,154.0,36.0,78.0,小尺寸件（来料塑料箱）,600.0,400.0,230.0,,纸箱,,,,,,,,
泡沫垫块,,,,,,,,,,STD,,,,,,,,
自喷防锈蜡,,,,,,,,,,STD,,,,,,,,
仪表横梁,,,,,总成件,,,,,,,,,,,,,
压缩机总成,,,,,总成件,,,,,,,,,,,,,
仪表板总成,,,,,总成件,,,,,,,,,,,,,
前稳定杆总成,,,,,总成件,,,,,,,,,,,,,
后悬架右后下控制臂总成,,,,,总成件,,,,,,,,,,,,,
后悬架左后下控制臂总成,,,,,总成件,,,,,,,,,,,,,
左前车门防污条总成,0.106,1076.0,18.0,18.0,小尺寸件（来料塑料箱）,1200.0,400.0,230.0,,纸箱,,,,,,,,
右前车门防污条总成,0.106,1076.0,18.0,18.0,小尺寸件（来料塑料箱）,1200.0,400.0,230.0,,纸箱,,,,,,,,
转向管柱总成,,,,,总成件,,,,,,,,,,,,,
多媒体显示屏,,,,,总成件,,,,,,,,,,,,,
左后车门防污条总成,0.066,732.0,18.0,18.0,小尺寸件（来料塑料箱）,1100.0,365.0,210.0,,纸箱,,,,,,,,
前悬架左下控制臂总成,,,,,总成件,,,,,,,,,,,,,
左后车门防擦条总成,0.917,837.0,84.0,164.0,大尺寸件（金属箱/围板箱来料）,1900.0,1000.0,1200.0,,天地盖纸箱,,,,,,,,
右后车门防污条总成,0.066,732.0,18.0,18.0,小尺寸件（来料塑料箱）,1100.0,365.0,210.0,,纸箱,,,,,,,,
左翼子板装饰板,0.233,,,,内外饰板类,,,,,天地盖纸箱,,,,,,,,
三通比例阀到chiller水管,0.262,380.0,110.0,100.0,小尺寸件（来料塑料箱）,620.0,420.0,290.0,,纸箱,,,,,,,,
前悬架右下控制臂总成,,,,,总成件,,,,,,,,,,,,,
香氛堵盖,0.046,131.0,110.0,53.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
发动机罩气动撑杆,0.188,375.0,20.0,20.0,小尺寸件（来料塑料箱）,435.0,325.0,160.0,,纸箱,,,,,,,,
后悬架右后上控制臂,,,,,总成件,,,,,,,,,,,,,
后保险杠上安装座,0.466,935.0,120.0,95.0,尺寸件（金属箱）,1200.0,1000.0,790.0,,天地盖纸箱,,,,,,,,
右C柱下装饰盖板,0.031,152.0,75.0,27.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
后悬架左后上控制臂,,,,,总成件,,,,,,,,,,,,,
左C柱下装饰盖板,0.031,152.0,75.0,27.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
中冷低温散热器总成,,,,,总成件,,,,,,,,,,,,,
右C柱下装饰盖板,0.031,152.0,75.0,27.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
后排右安全拉手,0.13,220.0,69.0,30.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
风窗下装饰板总成,,,,,DKD件,,,,,天地盖纸箱,,,,,,,,
手套箱总成,,,,,总成件,,,,,,,,,,,,,
发动机前悬置总成,,,,,总成件,,,,,,,,,,,,,
前悬架右前下控制臂总成,,,,,总成件,,,,,,,,,,,,,
后排左安全拉手,0.13,220.0,69.0,30.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
前排安全拉手,0.11,220.0,69.0,30.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
前排安全拉手,0.11,220.0,69.0,30.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
后排左安全拉手,0.13,220.0,69.0,30.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
前悬架左前下控制臂总成,,,,,总成件,,,,,,,,,,,,,
右侧装饰面板合件,,,,,总成件,,,,,,,,,,,,,
中冷水泵总成,,,,,总成件,,,,,,,,,,,,,
后排右安全拉手,0.13,220.0,69.0,30.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
左前门防水膜,0.043,400.0,280.0,20.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
右前门防水膜,0.043,400.0,280.0,20.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
后稳定杆接头总成,,,,,总成件,,,,,,,,,,,,,
前悬架下摆臂球头座,,,,,总成件,,,,,,,,,,,,,
前悬架下摆臂球头座,,,,,总成件,,,,,,,,,,,,,
储油壶总成,0.13,62.0,42.0,51.0,来料纸箱件,620.0,420.0,520.0,,纸箱,,,,,,,,
前雨刮电机及支架总成,2.135,562.0,208.0,140.0,来料纸箱件,1140.0,980.0,900.0,,天地盖纸箱,,,,,,,,
中冷水泵到中冷器水管,,,,,总成件,,,,,,,,,,,,,
碳罐控制阀,,,,,总成件,,,,,,,,,,,,,
右后带支架高度传感器总成,,,,,总成件,,,,,,,,,,,,,
左后带支架高度传感器总成,,,,,总成件,,,,,,,,,,,,,
左侧装饰面板总成,,,,,总成件,,,,,,,,,,,,,
中冷水泵进水管总成,,,,,总成件,,,,,,,,,,,,,
左后门防水膜,0.044,405.0,250.0,10.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
高温散热器出水管,,,,,总成件,,,,,,,,,,,,,
右后门防水膜,0.044,405.0,250.0,10.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
转向柱下护罩总成,,,,,总成件,,,,,,,,,,,,,
油箱泄漏诊断模块,0.38,122.0,80.0,90.0,来料纸箱件,600.0,400.0,235.0,,纸箱,,,,,,,,
前罩板释放拉索手柄总成,,,,,总成件,,,,,,,,,,,,,
电池包流入管总成,0.274,320.0,150.0,170.0,小尺寸件（来料塑料箱）,620.0,420.0,290.0,,纸箱,,,,,,,,
电动气泵带支架及附件总成,7.3,414.0,364.0,222.0,大尺寸件（金属箱/围板箱来料）,1330.0,1140.0,1090.0,,天地盖纸箱,,,,,,,,
主储气筒总成,2.47,774.0,182.0,120.0,大尺寸件（金属箱/围板箱来料）,1200.0,1000.0,1000.0,,天地盖纸箱,,,,,,,,
前保险杠左安装座,0.06,,,,,400.0,300.0,220.0,,纸箱,,,,,,,,
前保险杠右安装座,0.06,,,,,400.0,300.0,220.0,,纸箱,,,,,,,,
左翼子板摄像头防护板总成,0.046,160.0,50.0,40.0,小尺寸件（来料塑料箱）,600.0,400.0,230.0,,纸箱,,,,,,,,
右翼子板摄像头防护板总成,0.05,160.0,50.0,40.0,小尺寸件（来料塑料箱）,600.0,400.0,230.0,,纸箱,,,,,,,,
导水板,0.167,500.0,160.0,290.0,小尺寸件（来料塑料箱）,1100.0,550.0,330.0,,纸箱,,,,,,,,
左后轮罩挡泥板总成,1.2425,1330.0,1140.0,1050.0,,1380.0,1140.0,1050.0,,天地盖纸箱,,,,,,,,
右后轮罩挡泥板总成,1,1330.0,1140.0,1050.0,,1380.0,1140.0,1050.0,,天地盖纸箱,,,,,,,,
四通控制阀总成,,,,,总成件,,,,,,,,,,,,,
低温散热器出水管,,,,,总成件,,,,,,,,,,,,,
后保险杠左安装座,0.466,430.0,170.0,500.0,小尺寸件（来料塑料箱）,1200.0,1000.0,590.0,,纸箱,,,,,,,,
制动管路7号总成,0.297,2640.0,725.0,155.0,大尺寸件（金属箱/围板箱来料）,3000.0,1150.0,1200.0,,天地盖纸箱,,,,,,,,
蓄电池传感器,0.07,65.0,63.0,26.0,来料纸箱件,580.0,400.0,130.0,,纸箱,,,,,,,,
隐藏式门把手控制器,0.414,94.0,68.0,20.0,小尺寸件（来料塑料箱）,600.0,400.0,280.0,,纸箱,,,,,,,,
后保险杠右安装座,0.466,430.0,170.0,500.0,小尺寸件（来料塑料箱）,1200.0,1000.0,590.0,,纸箱,,,,,,,,
蓄电池,12.3,201.0,135.0,224.0,大尺寸件（金属箱/围板箱来料）,1210.0,1010.0,472.0,,纸箱,,,,,,,,
左前照灯,4.7,526.0,314.0,290.0,灯类,1100.0,550.0,330.0,,天地盖纸箱,,,,,,,,
右前照灯,4.7,526.0,314.0,290.0,灯类,1100.0,550.0,330.0,,天地盖纸箱,,,,,,,,
后组合灯移动侧,3.2,1365.0,230.0,90.0,灯类,1470.0,1140.0,1150.0,,天地盖纸箱,,,,,,,,
行李箱左照明灯,0.026,203.0,22.0,19.0,灯类,400.0,300.0,148.0,,纸箱,,,,,,,,
后下控制臂安装衬管,,,,,总成件,,,,,,,,,,,,,
前稳定杆支架,,,,,总成件,,,,,,,,,,,,,
前稳定杆支架,,,,,总成件,,,,,,,,,,,,,
左前空气弹簧管路前段,0.102,2070.0,6.0,6.0,小尺寸件（来料塑料箱）,640.0,435.0,210.0,,天地盖纸箱,,,,,,,,
后下控制臂安装衬管,,,,,总成件,,,,,,,,,,,,,
底护板固定支架Ⅰ组件,,,,,总成件,,,,,,,,,,,,,
右前空气弹簧管路前段,0.102,2087.0,6.0,6.0,小尺寸件（来料塑料箱）,1100.0,550.0,330.0,,纸箱,,,,,,,,
左后空气弹簧管路,0.066,1230.0,6.0,6.0,小尺寸件（来料塑料箱）,1100.0,550.0,330.0,,纸箱,,,,,,,,
后侧装饰条总成,,,,,总成件,,,,,,,,,,,,,
后制动软管（左）,,,,,总成件,,,,,,,,,,,,,
右后空气弹簧管路,0.027,571.0,104.0,83.0,小尺寸件（来料塑料箱）,1100.0,550.0,330.0,,纸箱,,,,,,,,
chiller2到四通水管,0.107,290.0,140.0,90.0,小尺寸件（来料塑料箱）,620.0,420.0,290.0,,纸箱,,,,,,,,
蓄电池固定带总成,0.257,216.0,83.0,27.0,小尺寸件（来料塑料箱）,365.0,275.0,210.0,,纸箱,,,,,,,,
正极滤波器,0.055,252.0,39.0,30.0,小尺寸件（来料塑料箱）,435.0,325.0,210.0,,纸箱,,,,,,,,
左前门电动车窗开关,0.125,154.0,56.0,50.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
左前门电动车窗开关,0.125,154.0,56.0,50.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
后刮臂刮片总成,0.152,345.0,50.0,30.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
后背门上装饰板总成,0.35,754.0,104.0,68.0,内外饰板类,1100.0,550.0,330.0,,纸箱,,,,,,,,
后背门下装饰板总成,2.506,1134.0,493.0,204.0,内外饰板类,1600.0,1200.0,1500.0,,天地盖纸箱,,,,,,,,
后背门左侧装饰板总成,0.259,501.0,274.0,193.0,内外饰板类,1100.0,550.0,330.0,,纸箱,,,,,,,,
后背门右侧装饰板总成,0.305,501.0,274.0,193.0,内外饰板类,1100.0,550.0,330.0,,纸箱,,,,,,,,
天窗密封条,0.47,4300.0,20.0,18.0,密封条类,1600.0,1140.0,1140.0,,纸箱,,,,,,,,
右A柱天窗排水管,0.25,,,,,650.0,435.0,260.0,,纸箱,,,,,,,,
右遮阳板挂钩,0.037,54.0,40.0,40.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
右D柱上饰板总成,0.54,897.0,347.0,207.0,内外饰板类,1330.0,1140.0,1200.0,,纸箱,,,,,,,,
行李箱地毯总成,2.9,1180.0,1150.0,60.0,内外饰件类,1330.0,1140.0,1050.0,,天地盖纸箱,,,,,,,,
左遮阳板,0.36,387.0,23.0,132.0,内外饰件类,600.0,400.0,280.0,,纸箱,,,,,,,,
左前空气弹簧管路后段,0.168,1705.0,6.0,6.0,小尺寸件（来料塑料箱）,1100.0,1100.0,545.0,,天地盖纸箱,,,,,,,,
右前空气弹簧管路后段,0.094,1483.0,6.0,6.0,小尺寸件（来料塑料箱）,1100.0,1100.0,545.0,,天地盖纸箱,,,,,,,,
左遮阳板挂钩,0.019,54.0,40.0,40.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
左遮阳板挂钩,0.019,54.0,40.0,40.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
右遮阳板挂钩,0.037,54.0,40.0,40.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
右遮阳板挂钩,0.037,54.0,40.0,40.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
右遮阳板底座盖板,0.005,76.0,39.0,9.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
制动管路1号总成,0.096,620.0,156.0,12.0,小尺寸件（来料塑料箱）,730.0,365.0,210.0,,纸箱,,,,,,,,
制动管路2号总成,0.104,620.0,195.0,23.0,小尺寸件（来料塑料箱）,730.0,365.0,210.0,,纸箱,,,,,,,,
电池包流出管总成,0.274,260.0,120.0,70.0,小尺寸件（来料塑料箱）,620.0,420.0,290.0,,纸箱,,,,,,,,
高音扬声器,0.149,62.0,59.0,39.0,小尺寸件（来料塑料箱）,550.0,365.0,210.0,,纸箱,,,,,,,,
香氛出香管总成,0.01,80.0,35.0,26.0,小尺寸件（来料塑料箱）,550.0,365.0,120.0,,纸箱,,,,,,,,
进油管3号总成,0.08,695.0,552.0,372.0,小尺寸件（来料塑料箱）,1100.0,550.0,300.0,,纸箱,,,,,,,,
左前制动软管,0.13,419.0,17.0,17.0,小尺寸件（来料塑料箱）,600.0,400.0,220.0,,纸箱,,,,,,,,
右前制动软管,0.09,419.0,17.0,17.0,小尺寸件（来料塑料箱）,600.0,400.0,220.0,,纸箱,,,,,,,,
水管支架3,0.079,125.0,50.0,30.0,小尺寸件（来料塑料箱）,435.0,325.0,210.0,,纸箱,,,,,,,,
蓄电池排气管,0.02,64.0,100.0,137.0,小尺寸件（来料塑料箱）,600.0,400.0,280.0,,纸箱,,,,,,,,
车载充电机搭铁线,0.13,280.0,25.0,25.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
左前车门上装饰条,0.013,160.0,30.0,5.0,小尺寸件（来料塑料箱）,400.0,300.0,150.0,,纸箱,,,,,,,,
右前车门上装饰条,0.013,160.0,30.0,5.0,小尺寸件（来料塑料箱）,400.0,300.0,150.0,,纸箱,,,,,,,,
背门右撑杆下支架总成-带球头销,0.08,55.0,38.0,32.0,小尺寸件（来料塑料箱）,650.0,435.0,110.0,,纸箱,,,,,,,,
背门左撑杆上支架总成－带球头销,0.12,76.0,46.0,33.0,小尺寸件（来料塑料箱）,650.0,435.0,110.0,,纸箱,,,,,,,,
背门左撑杆下支架总成-带球头销,0.08,55.0,38.0,32.0,小尺寸件（来料塑料箱）,650.0,435.0,110.0,,纸箱,,,,,,,,
前PS天线,0.025,105.0,20.0,12.0,来料纸箱件,390.0,280.0,285.0,,纸箱,,,,,,,,
后PS天线,0.042,117.0,25.0,19.0,来料纸箱件,390.0,280.0,285.0,,纸箱,,,,,,,,
背门右撑杆上支架总成－带球头销,0.12,76.0,46.0,33.0,小尺寸件（来料塑料箱）,650.0,435.0,110.0,,纸箱,,,,,,,,
副驾驶位安全气囊模块,2.226,250.0,288.0,56.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
左遮阳板挂钩,0.019,54.0,40.0,40.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
制动开关,0.021,72.0,28.0,24.0,小尺寸件（来料塑料箱）,435.0,325.0,210.0,,纸箱,,,,,,,,
左前部装饰条,,,,,总成件,,,,,,,,,,,,,
防异响毛毡,0.001,40.0,20.0,1.0,来料纸箱件,650.0,750.0,220.0,,纸箱,,,,,,,,
左前轮罩挡泥板总成,1.339,986.0,564.0,733.0,大尺寸件（金属箱/围板箱来料）,1330.0,1140.0,1090.0,,天地盖纸箱,,,,,,,,
左后顶灯总成,0.032,,,,灯类,,,,,纸箱,,,,,,,,
右后顶灯总成,0.032,,,,灯类,,,,,纸箱,,,,,,,,
气泵主储气罐连接管路,0.044,813.0,277.0,268.0,小尺寸件（来料塑料箱）,1100.0,550.0,330.0,,纸箱,,,,,,,,
中间支架盖板,0.088,0.0,0.0,0.0,小尺寸件（来料塑料箱）,435.0,325.0,210.0,,纸箱,,,,,,,,
电池冷却器出水管总成,0.073,120.0,150.0,110.0,小尺寸件（来料塑料箱）,620.0,420.0,290.0,,纸箱,,,,,,,,
12V电源插座,0.022,63.0,38.0,32.0,小尺寸件（来料塑料箱）,365.0,275.0,260.0,,纸箱,,,,,,,,
转向柱上护罩总成,,,,,总成件,,,,,,,,,,,,,
后左角雷达安装支架,0.15,106.0,98.0,58.0,小尺寸件（来料塑料箱）,730.0,365.0,210.0,,纸箱,,,,,,,,
右前部装饰条,,,,,总成件,,,,,,,,,,,,,
后右角雷达安装支架,0.15,112.0,107.0,58.0,小尺寸件（来料塑料箱）,730.0,365.0,210.0,,纸箱,,,,,,,,
雨量光照传感器,0.02,71.0,53.0,23.0,小尺寸件（来料塑料箱）,400.0,300.0,280.0,,纸箱,,,,,,,,
负极滤波器,0.028,279.0,16.0,27.0,小尺寸件（来料塑料箱）,550.0,365.0,210.0,,纸箱,,,,,,,,
玻璃升降器开关,0.0356,50.0,31.0,53.0,小尺寸件（来料塑料箱）,550.0,365.0,210.0,,纸箱,,,,,,,,
玻璃升降器开关,0.0356,50.0,31.0,53.0,小尺寸件（来料塑料箱）,550.0,365.0,210.0,,纸箱,,,,,,,,
天线放大器,0.036,91.0,32.0,17.0,小尺寸件（来料塑料箱）,435.0,325.0,210.0,,纸箱,,,,,,,,
左前门前防水膜,0.018,170.0,155.0,10.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
车载充电机总成6.6KW,10.5,429.0,357.0,114.0,大尺寸件（金属箱/围板箱来料）,1200.0,1000.0,760.0,,天地盖纸箱,,,,,,,,
右侧出风口总成,,,,,总成件,,,,,,,,,,,,,
右前门前防水膜,0.02,170.0,155.0,10.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
中冷水泵支架,,,,,总成件,,,,,,,,,,,,,
中冷低温散热器出水管,,,,,总成件,,,,,,,,,,,,,
加油口盖排水管总成,0.03,650.0,8.0,8.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
高音喇叭罩总成,,,,,总成件,,,,,,,,,,,,,
散热器上支架,,,,,总成件,,,,,,,,,,,,,
右遮阳板底座盖板,0.005,76.0,39.0,9.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
空气过滤器支架,0.072,60.0,44.0,52.0,小尺寸件（来料塑料箱）,435.0,325.0,210.0,,纸箱,,,,,,,,
左遮阳板底座盖板,0.005,76.0,39.0,9.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
散热器上支架,,,,,总成件,,,,,,,,,,,,,
发动机燃油管路支架,,,,,总成件,,,,,,,,,,,,,
左后轮速传感器总成,,,,,总成件,,,,,,,,,,,,,
右后轮速传感器总成,,,,,总成件,,,,,,,,,,,,,
右侧装饰条,,,,,总成件,,,,,,,,,,,,,
左侧装饰条,,,,,总成件,,,,,,,,,,,,,
转向器隔热板,,,,,总成件,,,,,,,,,,,,,
蓄电池撑杆,0.046,211.0,17.0,6.0,小尺寸件（来料塑料箱）,365.0,275.0,210.0,,纸箱,,,,,,,,
散热器下减振垫,,,,,总成件,,,,,,,,,,,,,
散热器下减振垫,,,,,总成件,,,,,,,,,,,,,
遮蔽帘面板,,,,,总成件,,,,,,,,,,,,,
发动机线束支架,,,,,总成件,,,,,,,,,,,,,
冷凝器右侧密封垫,,,,,总成件,,,,,,,,,,,,,
制动管路双管夹,0.0032,,,,STD,,,,,,,,,,,,,
储油壶进油管,0.04,198.0,17.0,17.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
制动管路单管夹,0.002,,,,STD,,,,,,,,,,,,,
内六角花形螺栓,0.03,,,,STD,,,,,,,,,,,,,
拉手盒扣盖,0.01,100.0,40.0,20.0,小尺寸件（来料塑料箱）,650.0,435.0,260.0,,纸箱,,,,,,,,
车轮螺栓,0.1,,,,STD,,,,,,,,,,,,,
左遮阳板底座盖板,0.005,76.0,39.0,9.0,小尺寸件（来料塑料箱）,365.0,275.0,160.0,,纸箱,,,,,,,,
六角法兰面螺栓,0.0056,,,,STD,,,,,,,,,,,,,
六角法兰面螺栓,0.0063,,,,STD,,,,,,,,,,,,,
六角法兰面螺栓,0.0091,,,,STD,,,,,,,,,,,,,
六角法兰面承面带齿螺母,0.0032,,,,STD,,,,,,,,,,,,,
十字槽盘头自攻螺钉-C型,0.01,,,,STD,,,,,,,,,,,,,
十字槽六角头法兰面螺栓,0.0062,,,,STD,,,,,,,,,,,,,
内六角花形自攻螺钉,,,,,总成件,,,,,,,,,,,,,
六角头螺栓和平垫圈组合件,0.0068,,,,STD,,,,,,,,,,,,,
